gid,no_cidade,nome_da_nidade,valor,taxa
6178,Braço do Trombudo,<i>Braço do Trombudo</i>,<b>2</b>,2
9172,Mirador,<i>Mirador</i>,<b>4</b>,4
10749,Ouro Fino,<i>Ouro Fino</i>,<b>1</b>,1
9299,Augusto Pestana,<i>Augusto Pestana</i>,<b>1</b>,1
6479,Ipanguaçu,<i>Ipanguaçu</i>,<b>1</b>,1
8107,Santanópolis,<i>Santanópolis</i>,<b>1</b>,1
7375,Nova Brasilândia,<i>Nova Brasilândia</i>,<b>1</b>,1
5969,Nova Londrina,<i>Nova Londrina</i>,<b>3</b>,3
6431,Água Nova,<i>Água Nova</i>,<b>1</b>,1
8168,Várzea da Roça,<i>Várzea da Roça</i>,<b>1</b>,1
7259,Poranga,<i>Poranga</i>,<b>2</b>,2
7026,Murici dos Portelas,<i>Murici dos Portelas</i>,<b>1</b>,1
7146,Brejo Santo,<i>Brejo Santo</i>,<b>4</b>,4
8492,Ibaté,<i>Ibaté</i>,<b>2</b>,2
10077,Lagoa da Canoa,<i>Lagoa da Canoa</i>,<b>1</b>,1
7059,Queimada Nova,<i>Queimada Nova</i>,<b>1</b>,1
8625,Monteiro Lobato,<i>Monteiro Lobato</i>,<b>0</b>,0
7460,Aparecida do Rio Doce,<i>Aparecida do Rio Doce</i>,<b>1</b>,1
8111,Santo Antônio de Jesus,<i>Santo Antônio de Jesus</i>,<b>12</b>,12
6063,Santa Mônica,<i>Santa Mônica</i>,<b>0</b>,0
8950,Centenário,<i>Centenário</i>,<b>1</b>,1
10673,Marilac,<i>Marilac</i>,<b>0</b>,0
9769,Água Clara,<i>Água Clara</i>,<b>1</b>,1
10767,Passa Quatro,<i>Passa Quatro</i>,<b>0</b>,0
5705,Terra Alta,<i>Terra Alta</i>,<b>2</b>,2
6927,Brejo do Piauí,<i>Brejo do Piauí</i>,<b>1</b>,1
6983,Guaribas,<i>Guaribas</i>,<b>0</b>,0
6294,Mirim Doce,<i>Mirim Doce</i>,<b>1</b>,1
5927,Lupionópolis,<i>Lupionópolis</i>,<b>0</b>,0
9158,Lagoa Grande do Maranhão,<i>Lagoa Grande do Maranhão</i>,<b>2</b>,2
10236,Alvinópolis,<i>Alvinópolis</i>,<b>0</b>,0
10900,Santana dos Montes,<i>Santana dos Montes</i>,<b>1</b>,1
7088,São José do Peixe,<i>São José do Peixe</i>,<b>1</b>,1
7300,Acorizal,<i>Acorizal</i>,<b>0</b>,0
9750,Vanini,<i>Vanini</i>,<b>1</b>,1
10657,Luislândia,<i>Luislândia</i>,<b>0</b>,0
5803,Castro,<i>Castro</i>,<b>2</b>,2
10625,Jordânia,<i>Jordânia</i>,<b>1</b>,1
5771,Boa Ventura de São Roque,<i>Boa Ventura de São Roque</i>,<b>2</b>,2
8954,Combinado,<i>Combinado</i>,<b>0</b>,0
9563,Osório,<i>Osório</i>,<b>1</b>,1
8163,Urandi,<i>Urandi</i>,<b>1</b>,1
7764,Acajutiba,<i>Acajutiba</i>,<b>0</b>,0
10793,Perdões,<i>Perdões</i>,<b>0</b>,0
6377,São João Batista,<i>São João Batista</i>,<b>2</b>,2
8664,Pacaembu,<i>Pacaembu</i>,<b>1</b>,1
8382,Campos Novos Paulista,<i>Campos Novos Paulista</i>,<b>1</b>,1
7352,Itaúba,<i>Itaúba</i>,<b>0</b>,0
5727,Mazagão,<i>Mazagão</i>,<b>3</b>,3
10295,Bom Repouso,<i>Bom Repouso</i>,<b>0</b>,0
5775,Bom Sucesso,<i>Bom Sucesso</i>,<b>1</b>,1
9893,Casinhas,<i>Casinhas</i>,<b>2</b>,2
10946,São João do Paraíso,<i>São João do Paraíso</i>,<b>2</b>,2
7970,Jaguaquara,<i>Jaguaquara</i>,<b>5</b>,5
8629,Motuca,<i>Motuca</i>,<b>1</b>,1
9502,Lagoa Vermelha,<i>Lagoa Vermelha</i>,<b>2</b>,2
10080,Major Isidoro,<i>Major Isidoro</i>,<b>1</b>,1
10327,Cambuquira,<i>Cambuquira</i>,<b>1</b>,1
6965,Dom Expedito Lopes,<i>Dom Expedito Lopes</i>,<b>1</b>,1
10494,Felício dos Santos,<i>Felício dos Santos</i>,<b>2</b>,2
10834,Presidente Olegário,<i>Presidente Olegário</i>,<b>3</b>,3
8119,São Gabriel,<i>São Gabriel</i>,<b>1</b>,1
10684,Matias Cardoso,<i>Matias Cardoso</i>,<b>1</b>,1
8245,Rio das Ostras,<i>Rio das Ostras</i>,<b>5</b>,5
6540,Serra Caiada,<i>Serra Caiada</i>,<b>2</b>,2
8416,Cravinhos,<i>Cravinhos</i>,<b>2</b>,2
8667,Palmeira d'Oeste,<i>Palmeira d'Oeste</i>,<b>2</b>,2
9530,Montenegro,<i>Montenegro</i>,<b>2</b>,2
7039,Palmeirais,<i>Palmeirais</i>,<b>2</b>,2
7980,Jucuruçu,<i>Jucuruçu</i>,<b>1</b>,1
6771,Santo André,<i>Santo André</i>,<b>1</b>,1
8962,Dois Irmãos do Tocantins,<i>Dois Irmãos do Tocantins</i>,<b>1</b>,1
7435,Vera,<i>Vera</i>,<b>3</b>,3
9710,Tapejara,<i>Tapejara</i>,<b>2</b>,2
8146,Tanquinho,<i>Tanquinho</i>,<b>0</b>,0
10465,Dom Silvério,<i>Dom Silvério</i>,<b>0</b>,0
6601,Algodão de Jandaíra,<i>Algodão de Jandaíra</i>,<b>1</b>,1
10800,Piedade dos Gerais,<i>Piedade dos Gerais</i>,<b>0</b>,0
9191,Paulo Ramos,<i>Paulo Ramos</i>,<b>6</b>,6
7349,Indiavaí,<i>Indiavaí</i>,<b>0</b>,0
5817,Corbélia,<i>Corbélia</i>,<b>2</b>,2
6062,Santa Mariana,<i>Santa Mariana</i>,<b>1</b>,1
9387,Coqueiros do Sul,<i>Coqueiros do Sul</i>,<b>1</b>,1
8784,Santa Bárbara d'Oeste,<i>Santa Bárbara d'Oeste</i>,<b>7</b>,7
6696,Lagoa,<i>Lagoa</i>,<b>1</b>,1
9902,Cupira,<i>Cupira</i>,<b>3</b>,3
9174,Mirinzal,<i>Mirinzal</i>,<b>2</b>,2
8499,Igaraçu do Tietê,<i>Igaraçu do Tietê</i>,<b>0</b>,0
8646,Novais,<i>Novais</i>,<b>0</b>,0
7160,Cedro,<i>Cedro</i>,<b>3</b>,3
10339,Canápolis,<i>Canápolis</i>,<b>0</b>,0
8527,Itapeva,<i>Itapeva</i>,<b>10</b>,10
10137,Anamã,<i>Anamã</i>,<b>2</b>,2
8007,Manoel Vitorino,<i>Manoel Vitorino</i>,<b>1</b>,1
8486,Herculândia,<i>Herculândia</i>,<b>2</b>,2
8213,Japeri,<i>Japeri</i>,<b>4</b>,4
9412,Eldorado do Sul,<i>Eldorado do Sul</i>,<b>2</b>,2
8122,São José do Jacuípe,<i>São José do Jacuípe</i>,<b>1</b>,1
6241,Içara,<i>Içara</i>,<b>10</b>,10
5836,Engenheiro Beltrão,<i>Engenheiro Beltrão</i>,<b>3</b>,3
8999,Nova Rosalândia,<i>Nova Rosalândia</i>,<b>1</b>,1
6091,São Tomé,<i>São Tomé</i>,<b>0</b>,0
6996,João Costa,<i>João Costa</i>,<b>1</b>,1
6753,Riachão,<i>Riachão</i>,<b>0</b>,0
8000,Macururé,<i>Macururé</i>,<b>1</b>,1
10147,Boca do Acre,<i>Boca do Acre</i>,<b>2</b>,2
10139,Apuí,<i>Apuí</i>,<b>2</b>,2
5866,Guaraci,<i>Guaraci</i>,<b>1</b>,1
6518,Nova Cruz,<i>Nova Cruz</i>,<b>3</b>,3
5736,Agudos do Sul,<i>Agudos do Sul</i>,<b>0</b>,0
6252,Iraceminha,<i>Iraceminha</i>,<b>1</b>,1
8978,Itaporã do Tocantins,<i>Itaporã do Tocantins</i>,<b>1</b>,1
8031,Muritiba,<i>Muritiba</i>,<b>4</b>,4
10981,Setubinha,<i>Setubinha</i>,<b>0</b>,0
7219,Maracanaú,<i>Maracanaú</i>,<b>7</b>,7
7975,Jeremoabo,<i>Jeremoabo</i>,<b>2</b>,2
7324,Canabrava do Norte,<i>Canabrava do Norte</i>,<b>1</b>,1
10862,Rio Vermelho,<i>Rio Vermelho</i>,<b>1</b>,1
7260,Porteiras,<i>Porteiras</i>,<b>3</b>,3
6490,Jardim do Seridó,<i>Jardim do Seridó</i>,<b>1</b>,1
6933,Caldeirão Grande do Piauí,<i>Caldeirão Grande do Piauí</i>,<b>2</b>,2
8669,Panorama,<i>Panorama</i>,<b>3</b>,3
7232,Morada Nova,<i>Morada Nova</i>,<b>3</b>,3
8441,Engenheiro Coelho,<i>Engenheiro Coelho</i>,<b>4</b>,4
7017,Matias Olímpio,<i>Matias Olímpio</i>,<b>2</b>,2
8126,Sátiro Dias,<i>Sátiro Dias</i>,<b>2</b>,2
10563,Inhapim,<i>Inhapim</i>,<b>9</b>,9
8310,Arealva,<i>Arealva</i>,<b>0</b>,0
9593,Poço das Antas,<i>Poço das Antas</i>,<b>0</b>,0
5905,Japira,<i>Japira</i>,<b>1</b>,1
10623,João Pinheiro,<i>João Pinheiro</i>,<b>2</b>,2
10116,Roteiro,<i>Roteiro</i>,<b>1</b>,1
9799,Douradina,<i>Douradina</i>,<b>0</b>,0
10329,Campanha,<i>Campanha</i>,<b>1</b>,1
9400,Derrubadas,<i>Derrubadas</i>,<b>0</b>,0
10901,Santa Rita de Caldas,<i>Santa Rita de Caldas</i>,<b>0</b>,0
5673,Quatipuru,<i>Quatipuru</i>,<b>2</b>,2
7266,Quixeramobim,<i>Quixeramobim</i>,<b>6</b>,6
6235,Guarujá do Sul,<i>Guarujá do Sul</i>,<b>0</b>,0
8537,Itariri,<i>Itariri</i>,<b>2</b>,2
10278,Belo Oriente,<i>Belo Oriente</i>,<b>1</b>,1
9544,Nova Bassano,<i>Nova Bassano</i>,<b>1</b>,1
10075,Jundiá,<i>Jundiá</i>,<b>2</b>,2
8529,Itapira,<i>Itapira</i>,<b>2</b>,2
8636,Nhandeara,<i>Nhandeara</i>,<b>2</b>,2
10256,Arceburgo,<i>Arceburgo</i>,<b>0</b>,0
8407,Conchal,<i>Conchal</i>,<b>3</b>,3
6567,São Rafael,<i>São Rafael</i>,<b>2</b>,2
10851,Rio Casca,<i>Rio Casca</i>,<b>1</b>,1
5733,Vitória do Jari,<i>Vitória do Jari</i>,<b>2</b>,2
6519,Olho-d'Água do Borges,<i>Olho-d'Água do Borges</i>,<b>2</b>,2
11074,Atilio Vivacqua,<i>Atilio Vivacqua</i>,<b>3</b>,3
6942,Capitão Gervásio Oliveira,<i>Capitão Gervásio Oliveira</i>,<b>1</b>,1
9363,Carlos Gomes,<i>Carlos Gomes</i>,<b>1</b>,1
7225,Meruoca,<i>Meruoca</i>,<b>2</b>,2
9205,Presidente Juscelino,<i>Presidente Juscelino</i>,<b>1</b>,1
5928,Mallet,<i>Mallet</i>,<b>1</b>,1
7708,Gararu,<i>Gararu</i>,<b>1</b>,1
6538,Portalegre,<i>Portalegre</i>,<b>1</b>,1
5686,Santana do Araguaia,<i>Santana do Araguaia</i>,<b>5</b>,5
7797,Barra do Choça,<i>Barra do Choça</i>,<b>1</b>,1
9842,Sonora,<i>Sonora</i>,<b>1</b>,1
9797,Deodápolis,<i>Deodápolis</i>,<b>2</b>,2
5808,Chopinzinho,<i>Chopinzinho</i>,<b>3</b>,3
6917,Beneditinos,<i>Beneditinos</i>,<b>4</b>,4
5868,Guarapuava,<i>Guarapuava</i>,<b>2</b>,2
9660,São João do Polêsine,<i>São João do Polêsine</i>,<b>0</b>,0
8347,Bocaina,<i>Bocaina</i>,<b>1</b>,1
7850,Carinhanha,<i>Carinhanha</i>,<b>2</b>,2
7792,Baianópolis,<i>Baianópolis</i>,<b>2</b>,2
8493,Ibirá,<i>Ibirá</i>,<b>1</b>,1
6064,Santana do Itararé,<i>Santana do Itararé</i>,<b>0</b>,0
6889,Tarauacá,<i>Tarauacá</i>,<b>9</b>,9
9386,Coqueiro Baixo,<i>Coqueiro Baixo</i>,<b>0</b>,0
6671,Dona Inês,<i>Dona Inês</i>,<b>2</b>,2
9249,Satubinha,<i>Satubinha</i>,<b>2</b>,2
9920,Ibimirim,<i>Ibimirim</i>,<b>2</b>,2
6470,Florânia,<i>Florânia</i>,<b>0</b>,0
8141,Sobradinho,<i>Sobradinho</i>,<b>5</b>,5
10705,Monte Alegre de Minas,<i>Monte Alegre de Minas</i>,<b>1</b>,1
8840,São Vicente,<i>São Vicente</i>,<b>8</b>,8
6766,Santana de Mangueira,<i>Santana de Mangueira</i>,<b>1</b>,1
8057,Pedrão,<i>Pedrão</i>,<b>1</b>,1
10367,Carmo do Rio Claro,<i>Carmo do Rio Claro</i>,<b>0</b>,0
8919,Almas,<i>Almas</i>,<b>0</b>,0
6632,Brejo do Cruz,<i>Brejo do Cruz</i>,<b>2</b>,2
10902,Santa Rita de Jacutinga,<i>Santa Rita de Jacutinga</i>,<b>0</b>,0
7520,Doverlândia,<i>Doverlândia</i>,<b>2</b>,2
8588,Macedônia,<i>Macedônia</i>,<b>0</b>,0
7251,Paramoti,<i>Paramoti</i>,<b>2</b>,2
10478,Entre Folhas,<i>Entre Folhas</i>,<b>2</b>,2
7434,Várzea Grande,<i>Várzea Grande</i>,<b>15</b>,15
10944,São João do Oriente,<i>São João do Oriente</i>,<b>0</b>,0
10966,São Sebastião da Bela Vista,<i>São Sebastião da Bela Vista</i>,<b>0</b>,0
7217,Limoeiro do Norte,<i>Limoeiro do Norte</i>,<b>5</b>,5
10030,Vicência,<i>Vicência</i>,<b>4</b>,4
6271,Jupiá,<i>Jupiá</i>,<b>0</b>,0
8565,Junqueirópolis,<i>Junqueirópolis</i>,<b>2</b>,2
6456,Ceará-Mirim,<i>Ceará-Mirim</i>,<b>7</b>,7
10202,Caracaraí,<i>Caracaraí</i>,<b>2</b>,2
10548,Ibiraci,<i>Ibiraci</i>,<b>0</b>,0
7817,Brotas de Macaúbas,<i>Brotas de Macaúbas</i>,<b>3</b>,3
7819,Buerarema,<i>Buerarema</i>,<b>1</b>,1
8658,Osasco,<i>Osasco</i>,<b>10</b>,10
7835,Campo Formoso,<i>Campo Formoso</i>,<b>5</b>,5
7887,Esplanada,<i>Esplanada</i>,<b>5</b>,5
9512,Manoel Viana,<i>Manoel Viana</i>,<b>0</b>,0
9776,Aparecida do Taboado,<i>Aparecida do Taboado</i>,<b>4</b>,4
8934,Axixá do Tocantins,<i>Axixá do Tocantins</i>,<b>2</b>,2
6025,Querência do Norte,<i>Querência do Norte</i>,<b>0</b>,0
7361,Lambari D'Oeste,<i>Lambari D'Oeste</i>,<b>1</b>,1
6773,São Bentinho,<i>São Bentinho</i>,<b>2</b>,2
8149,Teixeira de Freitas,<i>Teixeira de Freitas</i>,<b>13</b>,13
8635,Neves Paulista,<i>Neves Paulista</i>,<b>0</b>,0
6950,Cocal dos Alves,<i>Cocal dos Alves</i>,<b>0</b>,0
8286,Álvares Machado,<i>Álvares Machado</i>,<b>2</b>,2
6122,Uniflor,<i>Uniflor</i>,<b>0</b>,0
10606,Jaguaraçu,<i>Jaguaraçu</i>,<b>0</b>,0
7576,Mairipotaba,<i>Mairipotaba</i>,<b>1</b>,1
10273,Barra Longa,<i>Barra Longa</i>,<b>1</b>,1
9806,Iguatemi,<i>Iguatemi</i>,<b>1</b>,1
10937,São João da Lagoa,<i>São João da Lagoa</i>,<b>1</b>,1
5835,Enéas Marques,<i>Enéas Marques</i>,<b>0</b>,0
9396,Cruz Alta,<i>Cruz Alta</i>,<b>7</b>,7
7607,Novo Gama,<i>Novo Gama</i>,<b>2</b>,2
8580,Lucélia,<i>Lucélia</i>,<b>0</b>,0
11058,Virgem da Lapa,<i>Virgem da Lapa</i>,<b>2</b>,2
10508,Francisco Sá,<i>Francisco Sá</i>,<b>1</b>,1
9310,Barra do Rio Azul,<i>Barra do Rio Azul</i>,<b>1</b>,1
10093,Olho d'Água das Flores,<i>Olho d'Água das Flores</i>,<b>2</b>,2
9142,Igarapé do Meio,<i>Igarapé do Meio</i>,<b>5</b>,5
7725,Moita Bonita,<i>Moita Bonita</i>,<b>1</b>,1
7749,Santana do São Francisco,<i>Santana do São Francisco</i>,<b>1</b>,1
8462,Gastão Vidigal,<i>Gastão Vidigal</i>,<b>0</b>,0
10207,Pacaraima,<i>Pacaraima</i>,<b>4</b>,4
10425,Coronel Murta,<i>Coronel Murta</i>,<b>1</b>,1
5987,Paranapoema,<i>Paranapoema</i>,<b>1</b>,1
9524,Maximiliano de Almeida,<i>Maximiliano de Almeida</i>,<b>1</b>,1
5920,Lidianópolis,<i>Lidianópolis</i>,<b>0</b>,0
6106,Telêmaco Borba,<i>Telêmaco Borba</i>,<b>2</b>,2
8277,Águas de São Pedro,<i>Águas de São Pedro</i>,<b>1</b>,1
9751,Venâncio Aires,<i>Venâncio Aires</i>,<b>7</b>,7
7521,Edealina,<i>Edealina</i>,<b>1</b>,1
5815,Conselheiro Mairinck,<i>Conselheiro Mairinck</i>,<b>0</b>,0
7330,Cocalinho,<i>Cocalinho</i>,<b>0</b>,0
7275,Santa Quitéria,<i>Santa Quitéria</i>,<b>1</b>,1
7698,Capela,<i>Capela</i>,<b>3</b>,3
8509,Inúbia Paulista,<i>Inúbia Paulista</i>,<b>0</b>,0
5852,Foz do Iguaçu,<i>Foz do Iguaçu</i>,<b>8</b>,8
9002,Novo Jardim,<i>Novo Jardim</i>,<b>1</b>,1
8272,Adolfo,<i>Adolfo</i>,<b>1</b>,1
8983,Lajeado,<i>Lajeado</i>,<b>0</b>,0
7380,Nova Xavantina,<i>Nova Xavantina</i>,<b>1</b>,1
10349,Capitão Andrade,<i>Capitão Andrade</i>,<b>0</b>,0
8979,Jaú do Tocantins,<i>Jaú do Tocantins</i>,<b>1</b>,1
9241,São Luís Gonzaga do Maranhão,<i>São Luís Gonzaga do Maranhão</i>,<b>0</b>,0
9448,Gaurama,<i>Gaurama</i>,<b>0</b>,0
6202,Cordilheira Alta,<i>Cordilheira Alta</i>,<b>0</b>,0
6637,Cachoeira dos Índios,<i>Cachoeira dos Índios</i>,<b>1</b>,1
6674,Esperança,<i>Esperança</i>,<b>2</b>,2
7780,Antas,<i>Antas</i>,<b>1</b>,1
10597,Itueta,<i>Itueta</i>,<b>1</b>,1
9500,Lagoão,<i>Lagoão</i>,<b>1</b>,1
11021,Tocos do Moji,<i>Tocos do Moji</i>,<b>0</b>,0
6636,Cabedelo,<i>Cabedelo</i>,<b>3</b>,3
6162,Bandeirante,<i>Bandeirante</i>,<b>0</b>,0
5647,Mojuí dos Campos,<i>Mojuí dos Campos</i>,<b>0</b>,0
6056,Santa Helena,<i>Santa Helena</i>,<b>0</b>,0
10316,Cachoeira da Prata,<i>Cachoeira da Prata</i>,<b>0</b>,0
8113,São Desidério,<i>São Desidério</i>,<b>0</b>,0
8129,Seabra,<i>Seabra</i>,<b>7</b>,7
9232,São Francisco do Maranhão,<i>São Francisco do Maranhão</i>,<b>0</b>,0
7367,Mirassol d'Oeste,<i>Mirassol d'Oeste</i>,<b>3</b>,3
8487,Holambra,<i>Holambra</i>,<b>2</b>,2
10109,Piranhas,<i>Piranhas</i>,<b>2</b>,2
10710,Monte Santo de Minas,<i>Monte Santo de Minas</i>,<b>2</b>,2
10737,Novo Cruzeiro,<i>Novo Cruzeiro</i>,<b>4</b>,4
8305,Arandu,<i>Arandu</i>,<b>0</b>,0
10803,Pintópolis,<i>Pintópolis</i>,<b>0</b>,0
7179,Granja,<i>Granja</i>,<b>8</b>,8
5661,Palestina do Pará,<i>Palestina do Pará</i>,<b>1</b>,1
8269,Vassouras,<i>Vassouras</i>,<b>1</b>,1
6626,Bom Jesus,<i>Bom Jesus</i>,<b>1</b>,1
9892,Caruaru,<i>Caruaru</i>,<b>9</b>,9
6547,Rodolfo Fernandes,<i>Rodolfo Fernandes</i>,<b>1</b>,1
8401,Cerquilho,<i>Cerquilho</i>,<b>2</b>,2
6843,Alto Alegre dos Parecis,<i>Alto Alegre dos Parecis</i>,<b>1</b>,1
6581,Tangará,<i>Tangará</i>,<b>3</b>,3
6141,Alfredo Wagner,<i>Alfredo Wagner</i>,<b>0</b>,0
11115,Muniz Freire,<i>Muniz Freire</i>,<b>2</b>,2
5791,Campo do Tenente,<i>Campo do Tenente</i>,<b>0</b>,0
6161,Balneário Gaivota,<i>Balneário Gaivota</i>,<b>1</b>,1
8117,São Felipe,<i>São Felipe</i>,<b>0</b>,0
10283,Betim,<i>Betim</i>,<b>31</b>,31
5870,Guaratuba,<i>Guaratuba</i>,<b>2</b>,2
10097,Ouro Branco,<i>Ouro Branco</i>,<b>1</b>,1
7737,Pinhão,<i>Pinhão</i>,<b>0</b>,0
11036,Umburatiba,<i>Umburatiba</i>,<b>0</b>,0
9430,Estrela,<i>Estrela</i>,<b>3</b>,3
8920,Alvorada,<i>Alvorada</i>,<b>0</b>,0
9866,Belo Jardim,<i>Belo Jardim</i>,<b>6</b>,6
9105,Carutapera,<i>Carutapera</i>,<b>0</b>,0
7515,Cumari,<i>Cumari</i>,<b>0</b>,0
10709,Monte Formoso,<i>Monte Formoso</i>,<b>0</b>,0
8710,Pirassununga,<i>Pirassununga</i>,<b>6</b>,6
9375,Charqueadas,<i>Charqueadas</i>,<b>1</b>,1
10495,São Gonçalo do Rio Preto,<i>São Gonçalo do Rio Preto</i>,<b>0</b>,0
10921,São Domingos das Dores,<i>São Domingos das Dores</i>,<b>1</b>,1
10533,Guaranésia,<i>Guaranésia</i>,<b>1</b>,1
9836,Rochedo,<i>Rochedo</i>,<b>0</b>,0
7753,São Domingos,<i>São Domingos</i>,<b>0</b>,0
10479,Entre Rios de Minas,<i>Entre Rios de Minas</i>,<b>0</b>,0
6827,Guajará-Mirim,<i>Guajará-Mirim</i>,<b>1</b>,1
9648,Santo Antônio das Missões,<i>Santo Antônio das Missões</i>,<b>0</b>,0
9297,Arroio Grande,<i>Arroio Grande</i>,<b>2</b>,2
5847,Flor da Serra do Sul,<i>Flor da Serra do Sul</i>,<b>0</b>,0
5601,Breves,<i>Breves</i>,<b>15</b>,15
9687,São Valério do Sul,<i>São Valério do Sul</i>,<b>1</b>,1
5753,Arapuã,<i>Arapuã</i>,<b>0</b>,0
5685,Santa Maria do Pará,<i>Santa Maria do Pará</i>,<b>1</b>,1
9528,Monte Alegre dos Campos,<i>Monte Alegre dos Campos</i>,<b>0</b>,0
7203,Itapipoca,<i>Itapipoca</i>,<b>23</b>,23
10469,Dores de Guanhães,<i>Dores de Guanhães</i>,<b>1</b>,1
8735,Presidente Prudente,<i>Presidente Prudente</i>,<b>7</b>,7
5654,Novo Repartimento,<i>Novo Repartimento</i>,<b>0</b>,0
10484,Espírito Santo do Dourado,<i>Espírito Santo do Dourado</i>,<b>0</b>,0
6554,São Bento do Norte,<i>São Bento do Norte</i>,<b>2</b>,2
10379,Catas Altas da Noruega,<i>Catas Altas da Noruega</i>,<b>0</b>,0
10674,Mário Campos,<i>Mário Campos</i>,<b>0</b>,0
7491,Campinaçu,<i>Campinaçu</i>,<b>1</b>,1
7852,Castro Alves,<i>Castro Alves</i>,<b>2</b>,2
11013,Taquaraçu de Minas,<i>Taquaraçu de Minas</i>,<b>0</b>,0
9067,Anapurus,<i>Anapurus</i>,<b>4</b>,4
6707,Marcação,<i>Marcação</i>,<b>1</b>,1
11053,Vermelho Novo,<i>Vermelho Novo</i>,<b>0</b>,0
9441,Fontoura Xavier,<i>Fontoura Xavier</i>,<b>1</b>,1
10845,Ressaquinha,<i>Ressaquinha</i>,<b>2</b>,2
10666,Manhuaçu,<i>Manhuaçu</i>,<b>3</b>,3
8679,Patrocínio Paulista,<i>Patrocínio Paulista</i>,<b>2</b>,2
7379,Nova Ubiratã,<i>Nova Ubiratã</i>,<b>1</b>,1
7907,Iaçu,<i>Iaçu</i>,<b>2</b>,2
7788,Aramari,<i>Aramari</i>,<b>0</b>,0
6376,São João do Oeste,<i>São João do Oeste</i>,<b>0</b>,0
8195,Campos dos Goytacazes,<i>Campos dos Goytacazes</i>,<b>13</b>,13
6777,São João do Cariri,<i>São João do Cariri</i>,<b>0</b>,0
10517,Funilândia,<i>Funilândia</i>,<b>0</b>,0
9542,Nova Alvorada,<i>Nova Alvorada</i>,<b>0</b>,0
10347,Capim Branco,<i>Capim Branco</i>,<b>0</b>,0
10208,Rorainópolis,<i>Rorainópolis</i>,<b>6</b>,6
8037,Nova Fátima,<i>Nova Fátima</i>,<b>1</b>,1
10422,Coroaci,<i>Coroaci</i>,<b>0</b>,0
9696,Selbach,<i>Selbach</i>,<b>0</b>,0
8543,Itu,<i>Itu</i>,<b>3</b>,3
10358,Carbonita,<i>Carbonita</i>,<b>1</b>,1
7840,Candeias,<i>Candeias</i>,<b>2</b>,2
8506,Indaiatuba,<i>Indaiatuba</i>,<b>3</b>,3
9352,Canudos do Vale,<i>Canudos do Vale</i>,<b>0</b>,0
6055,Santa Fé,<i>Santa Fé</i>,<b>1</b>,1
9657,São Gabriel,<i>São Gabriel</i>,<b>3</b>,3
8137,Serrolândia,<i>Serrolândia</i>,<b>1</b>,1
5731,Santana,<i>Santana</i>,<b>3</b>,3
9457,Gravataí,<i>Gravataí</i>,<b>5</b>,5
6914,Batalha,<i>Batalha</i>,<b>6</b>,6
10891,Santana da Vargem,<i>Santana da Vargem</i>,<b>1</b>,1
10978,Sapucaí-Mirim,<i>Sapucaí-Mirim</i>,<b>1</b>,1
7136,Baixio,<i>Baixio</i>,<b>1</b>,1
8805,Santo André,<i>Santo André</i>,<b>6</b>,6
10786,Pedrinópolis,<i>Pedrinópolis</i>,<b>0</b>,0
9007,Paranã,<i>Paranã</i>,<b>0</b>,0
8722,Populina,<i>Populina</i>,<b>0</b>,0
11024,Três Corações,<i>Três Corações</i>,<b>5</b>,5
6042,Rio Branco do Sul,<i>Rio Branco do Sul</i>,<b>1</b>,1
7484,Cachoeira de Goiás,<i>Cachoeira de Goiás</i>,<b>0</b>,0
6422,Witmarsum,<i>Witmarsum</i>,<b>0</b>,0
11102,Iúna,<i>Iúna</i>,<b>2</b>,2
8578,Lourdes,<i>Lourdes</i>,<b>1</b>,1
10628,Josenópolis,<i>Josenópolis</i>,<b>0</b>,0
9343,Campo Bom,<i>Campo Bom</i>,<b>3</b>,3
9161,Loreto,<i>Loreto</i>,<b>1</b>,1
7279,São Luís do Curu,<i>São Luís do Curu</i>,<b>1</b>,1
9183,Olinda Nova do Maranhão,<i>Olinda Nova do Maranhão</i>,<b>4</b>,4
8174,Vitória da Conquista,<i>Vitória da Conquista</i>,<b>3</b>,3
6348,Rio do Oeste,<i>Rio do Oeste</i>,<b>1</b>,1
6035,Reserva do Iguaçu,<i>Reserva do Iguaçu</i>,<b>0</b>,0
7586,Monte Alegre de Goiás,<i>Monte Alegre de Goiás</i>,<b>0</b>,0
10843,Resende Costa,<i>Resende Costa</i>,<b>1</b>,1
6297,Monte Carlo,<i>Monte Carlo</i>,<b>0</b>,0
9452,Giruá,<i>Giruá</i>,<b>4</b>,4
11082,Castelo,<i>Castelo</i>,<b>0</b>,0
10287,Boa Esperança,<i>Boa Esperança</i>,<b>1</b>,1
7399,Primavera do Leste,<i>Primavera do Leste</i>,<b>6</b>,6
6486,Januário Cicco,<i>Januário Cicco</i>,<b>2</b>,2
10868,Rubelita,<i>Rubelita</i>,<b>2</b>,2
7588,Montividiu,<i>Montividiu</i>,<b>1</b>,1
6485,Janduís,<i>Janduís</i>,<b>1</b>,1
7095,São Miguel do Tapuio,<i>São Miguel do Tapuio</i>,<b>4</b>,4
8292,Amparo,<i>Amparo</i>,<b>4</b>,4
9339,Cambará do Sul,<i>Cambará do Sul</i>,<b>0</b>,0
5643,Medicilândia,<i>Medicilândia</i>,<b>4</b>,4
9415,Engenho Velho,<i>Engenho Velho</i>,<b>0</b>,0
